source_id,target_id,relation_type,ps_season,award_year
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:722,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:720,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:721,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:722,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:721,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:722,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:723,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:724,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:725,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:724,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:725,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:725,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:728,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:729,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:730,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:731,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:732,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:729,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:730,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:731,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:732,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:730,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:731,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:732,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:731,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:732,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:732,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:744,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:745,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:746,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:746,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:748,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:749,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:750,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:751,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:752,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:753,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:754,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:755,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:756,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:754,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:755,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:756,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:755,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:756,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:756,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:760,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:761,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:762,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:763,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:764,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:765,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:766,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:763,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:764,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:765,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:766,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:764,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:765,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:766,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:765,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:766,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:766,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:769,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:770,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:771,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:771,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:774,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:775,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:776,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:780,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:781,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:782,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:783,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:784,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:785,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:786,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:783,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:784,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:785,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:786,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:784,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:785,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:786,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:785,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:786,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:786,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:787,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:788,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:789,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:790,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:788,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:789,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:790,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:790,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:793,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:794,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:795,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:799,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:800,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:801,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:802,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:803,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:804,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:805,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:812,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:813,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:814,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:815,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:814,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:815,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:824,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:825,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:825,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:832,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:833,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:834,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:835,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:846,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:847,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:848,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:849,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:850,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:851,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:852,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:853,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:854,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:855,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:855,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:858,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:859,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:860,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:861,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:862,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:863,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:864,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:865,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:862,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:863,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:864,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:865,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:864,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:865,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:866,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:867,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:868,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:869,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:870,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:868,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:869,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:870,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:899,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:900,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:900,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:936,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:941,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:942,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1033,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1034,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1035,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1036,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
